MINISTERE DU BUDGET,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,REPUBLIQUE DE GUINEE,Unnamed: 15,Unnamed: 16,Unnamed: 17,Source,NUMERO,Annee,Mois,REGIE,CATEGORIE,RUBRIQUES,CODE,ID,Prevision,Realisation,ÉCART,Taux,Mois_num,Date
DIRECTION GENERALE  DES DOUANES,,,,,,TABLEAU: N° I,,,,,,,,Travail Justice Solidarité,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
"SUIVI DES RECETTES DOUNAIERES, SUIVANT LE CONTRAT DE PERFORMANCE, LFI 2023",,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
EXERCICE 2023,,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
RUBRIQUES,,,"Janvier-Décembre
2023
(LFI 2023)",Janvier,Février,Mars ,Avril,Mai,Juin,Juillet,Août,Sept,Octobre,Nov,Décembre,Total,Taux,ABOUBACAR BUDGET,,,,,,,,,,,,,,
I  -  PRODUITS PETROLIERS ( en milliers de GNF ),,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MODELE RECETTE,771.0,2024.0,MAI,DGI,Impôts sur les rev. des pers. physiques,Retenue à la source sur les revenus non salariaux (RNS Non Mines),RNS NON MINES,,25968822.44608468,18740520.0,-7228302.446084678,0.7216545932688415,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,772.0,2024.0,MAI,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Industriel et Commercial (BIC),BIC,,3214740.164708,661222.0,-2553518.164708,0.2056844305051509,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,773.0,2024.0,MAI,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Non Commercial (BNC),BNC,,3999779.36194,707344.0,-3292435.36194,0.1768457547260604,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,774.0,2024.0,MAI,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC à l'Importation,,,5457555.462092,6103089.0,645533.5379079999,1.1182825428695786,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,775.0,2024.0,MAI,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC sur Achats Locaux (Mines),,,5479058.691925961,2995658.0,-2483400.6919259606,0.5467468352573874,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,776.0,2024.0,MAI,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC sur Achats Locaux (Non Mines),,,10958117.38385192,6034295.0,-4923822.383851921,0.5506689505710393,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,777.0,2024.0,MAI,DGI,Impôts sur les rev. des pers. physiques,Impôt sur les plus- values immobilières Non Professionnelles,,,125000.0,,-125000.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,778.0,2024.0,MAI,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt sur les Sociétés Minières,,,45366049.88852679,53894214.0,8528164.11147321,1.1879856000782207,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,779.0,2024.0,MAI,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt sur les autres sociétés,,,90996298.15834038,31240631.0,-59755667.15834038,0.3433176033780952,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,780.0,2024.0,MAI,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt Minimum Forfaitaire (Mines),,,6696018.127493009,4596325.0,-2099693.127493009,0.6864266064525822,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,781.0,2024.0,MAI,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt Minimum Forfaitaire (Non Mines),,,20088054.38248227,12502844.0,-7585210.382482272,0.6224019390799275,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,782.0,2024.0,MAI,DGI,Impôts sur les salaires et la main d'œuvre ,Versements Forfaitaire sur les salaires (Mines),,,13928008.75590805,17440839.0,3512830.2440919504,1.2522133856788291,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,783.0,2024.0,MAI,DGI,Impôts sur les salaires et la main d'œuvre ,Versements Forfaitaire sur les salaires (Non Mines),,,27856017.51184448,25860084.0,-1995933.5118444783,0.928348210184898,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,784.0,2024.0,MAI,DGI,Impôts sur les salaires et la main d'œuvre ,Taxe d'apprentissage (Mines),,,524867.2510768686,98869.0,-425998.2510768686,0.188369534957936,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,785.0,2024.0,MAI,DGI,Impôts sur les salaires et la main d'œuvre ,Taxe d'apprentissage (Non Mines),,,1049734.5021786832,653958.0,-395776.5021786832,0.6229746651584144,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,786.0,2024.0,MAI,DGI,Impôts sur la propriété immobilière ,Contribution Foncière Unique (CFU / RS Loyers) - Mines,,,3333333.3333333316,1087523.0,-2245810.3333333316,0.3262569000000002,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,787.0,2024.0,MAI,DGI,Impôts sur la propriété immobilière ,Contribution Foncière Unique (CFU / RS Loyers) - Non Mines,,,6666666.666683267,2900155.0,-3766511.666683267,0.4350232499989168,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,788.0,2024.0,MAI,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droits des Sociétés - Mines,,,6666.666666666667,,-6666.666666666667,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,789.0,2024.0,MAI,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droits des Sociétés - Non Mines,,,13333.333333333334,,-13333.333333333334,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,790.0,2024.0,MAI,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de mutation d'immeubles,,,15000.0,,-15000.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,791.0,2024.0,MAI,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de mutation de meubles,,,3000.0,,-3000.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,792.0,2024.0,MAI,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de succession,,,2000.0,,-2000.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,793.0,2024.0,MAI,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Autres droits d'enregistrement,,,1123.0,,-1123.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,794.0,2024.0,MAI,DGI,Impôts généraux sur les biens et services,TVA intérieures (Mines),,,120865499.5179018,49764261.0,-71101238.5179018,0.4117325555968868,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,795.0,2024.0,MAI,DGI,Impôts généraux sur les biens et services,TVA intérieures (Non Mines),,,241730999.03580296,228794589.0,-12936410.03580296,0.9464842734800144,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,796.0,2024.0,MAI,DGI,Impôts généraux sur les biens et services,TVA sur FINEX - DGI,,,16666666.666666666,95651829.0,78985162.33333333,5.73910974,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,797.0,2024.0,MAI,DGI,Surtaxe fiscale intérieure,Surtaxe fiscale intérieure,,,3310178.702684,5397722.0,2087543.297316,1.6306436856787678,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,798.0,2024.0,MAI,DGI,Impôts sur les services déterminés,Taxes sur les contrats d'assurances (Mines),,,994273.1613749368,386869.0,-607404.1613749369,0.3890972974318403,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,799.0,2024.0,MAI,DGI,Impôts sur les services déterminés,Taxes sur les contrats d'assurances (Non Mines),,,1988546.3227750184,2003838.0,15291.6772249816,1.0076898772987304,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,800.0,2024.0,MAI,DGI,Impôts sur les services déterminés,Taxes sur les activités financières,,,15451601.503896002,12200860.0,-3250741.5038960017,0.789617826794436,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,801.0,2024.0,MAI,DGI,Jeux de Hasard,Jeux de Hasard,,,20833333.333333332,,-20833333.333333332,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,802.0,2024.0,MAI,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxes sur les véhicules à moteur (Mines),,,2124847.899999999,199269.0,-1925578.8999999992,0.0937803595259689,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,803.0,2024.0,MAI,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxes sur les véhicules à moteur (Non Mines),,,4249695.799999999,786989.0,-3462706.799999999,0.1851871373946342,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,804.0,2024.0,MAI,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxe sur l'extraction des substances minières autres que les métaux précieux,,,168848503.45770803,193443304.0,24594800.54229197,1.1456619397781769,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,805.0,2024.0,MAI,DGI,Taxes sur  la Telephonie,Taxe d'accès au reseau téléphoniques (TARTEL),,,23206024.610592,17294772.0,-5911252.610592,0.7452707773181492,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,806.0,2024.0,MAI,DGI,Taxes sur  la Telephonie,Taxe sur la consommation téléphonique(TCT),,,107756174.611428,102213912.0,-5542262.611427993,0.9485666354488403,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,807.0,2024.0,MAI,DGI,Autres recettes fiscales ,Timbres fiscaux - Droits de timbres à l'importation,,,2348913.5123480004,509875.0,-1839038.5123480004,0.2170684434823329,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,808.0,2024.0,MAI,DGI,Autres recettes fiscales ,Droits d'enregistrement sur les marchés BND,,,3500000.0,99159.0,-3400841.0,0.0283311428571428,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,809.0,2024.0,MAI,DGI,Autres recettes fiscales ,Droits d'enregistrement sur les marchés FINEX,,,0.0,289357.0,289357.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,810.0,2024.0,MAI,DGI,Autres recettes fiscales ,Autres droits d'enregistrement,,,4266501.8035,7299904.0,3033402.1964999996,1.7109811119759906,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,811.0,2024.0,MAI,DGI,Autres recettes fiscales ,Autres droits de timbres,,,1560000.0,,-1560000.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,812.0,2024.0,MAI,DGI,Amendes et pénalités - DGI,Amendes et pénalités - DGI,,,5346896.85997754,14160480.0,8813583.14002246,2.6483548066905267,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,814.0,2024.0,MAI,DGI,RAR DGI,RAR DGI,,,123469903.99995293,22740506.0,-100729397.99995293,0.1841785347140844,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,815.0,2024.0,JUIN,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels de l'Etat,RTS,,4410492.530228,,-4410492.530228,0.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,816.0,2024.0,JUIN,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels Mines,RTS,,17724781.923008006,33027384.0,15302602.076991994,1.8633450128448772,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,817.0,2024.0,JUIN,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels (Hors Mines),RTS,,35449563.84599352,35360772.0,-88791.84599351883,0.9974952626672852,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,818.0,2024.0,JUIN,DGI,Impôts sur les rev. des pers. physiques,Impôt sur le revenu des capitaux Mobiliers (IRCM Mines),IRCM MINES,,15343592.459986158,675258.0,-14668334.459986158,0.044009119882516,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,819.0,2024.0,JUIN,DGI,Impôts sur les rev. des pers. physiques,Impôt sur le revenu des capitaux Mobiliers (IRCM Non Mines),IRCM NON MINES,,30687184.92002233,5856657.0,-24830527.92002233,0.1908502528095606,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,820.0,2024.0,JUIN,DGI,Impôts sur les rev. des pers. physiques,Retenue à la source sur les revenus non salariaux (RNS Mines),RNS MINES,,7923734.952172592,13256575.0,5332840.047827408,1.673021003354637,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,821.0,2024.0,JUIN,DGI,Impôts sur les rev. des pers. physiques,Retenue à la source sur les revenus non salariaux (RNS Non Mines),RNS NON MINES,,15847469.904345185,12519360.0,-3328109.904345185,0.7899910885186374,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,822.0,2024.0,JUIN,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Industriel et Commercial (BIC),BIC,,764972.4320720001,160403.0,-604569.4320720001,0.2096846804865024,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,823.0,2024.0,JUIN,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Non Commercial (BNC),BNC,,2570574.983808,194566.0,-2376008.983808,0.0756896808012088,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,824.0,2024.0,JUIN,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC à l'Importation,,,5517315.173232,3321232.0,-2196083.1732320003,0.6019652486255281,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,825.0,2024.0,JUIN,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC sur Achats Locaux (Mines),,,6060891.888999159,3328321.0,-2732570.888999159,0.5491470662991167,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,826.0,2024.0,JUIN,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC sur Achats Locaux (Non Mines),,,12121783.77799832,7902686.0,-4219097.777998319,0.651940848371161,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,827.0,2024.0,JUIN,DGI,Impôts sur les rev. des pers. physiques,Impôt sur les plus- values immobilières Non Professionnelles,,,125000.0,,-125000.0,0.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,828.0,2024.0,JUIN,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt sur les Sociétés Minières,,,34514410.6861128,191882001.0,157367590.3138872,5.559474931936345,6.0,2024-06-01
